area,bedrooms,bathrooms,stories,parking,age,price
3714,2,5,1,1,21,17824606
2804,3,4,4,2,30,13608332
4449,3,1,1,2,17,20683175
2520,6,5,3,0,30,13523318
2764,3,3,1,2,29,12978367
1235,5,3,4,3,21,7481456
4222,2,2,3,1,5,20170370
3406,1,2,2,1,7,16208695
3155,1,5,2,0,30,13863452
4413,4,3,1,3,2,21652085
1057,6,4,3,3,22,7239396
1944,3,5,3,1,23,10437561
1272,5,5,3,3,16,8218330
4378,1,1,1,1,3,19892948
3916,1,3,1,0,19,17223433
2448,6,4,3,1,25,12886507
3809,3,2,3,2,5,19130362
1218,6,5,1,3,24,7650104
863,2,5,2,2,28,4422232
2935,1,1,2,1,4,13856689
4018,2,3,4,3,25,18982049
1282,3,5,4,1,13,7561934
2429,1,4,2,0,2,12028480
906,3,4,1,1,1,5794696
4839,6,1,3,2,21,23575007
4209,3,1,3,0,17,19201656
1332,5,4,1,3,30,7574392
1589,6,1,4,3,10,9709880
3941,4,1,2,2,0,19268151
4833,4,1,2,1,5,23199830
2651,2,2,2,2,9,12746841
3346,1,1,4,0,16,15316094
3476,2,5,2,3,12,17256032
3148,2,2,4,1,3,15925186
3091,6,4,4,1,7,17150737
3317,1,4,4,3,20,15502652
751,2,1,2,1,2,4430634
2055,3,1,3,2,9,10286985
3151,4,4,3,3,2,16505518
3883,2,1,2,2,25,17247151
4807,2,5,1,0,27,22159616
1128,2,4,1,1,25,5270824
2047,2,1,1,2,7,9805828
2837,5,1,1,1,14,14302700
3339,2,3,1,1,30,15071605
2747,2,3,3,2,20,13442159
1830,3,4,2,1,4,10431508
4217,4,1,2,2,21,20148549
4309,2,5,3,0,19,20200461
1230,1,2,3,3,30,5185218
4943,3,2,4,0,12,23170763
3538,3,3,2,0,17,16478660
534,5,4,4,0,11,4883958
2618,5,1,4,2,28,12520144
525,4,4,3,1,28,3549700
3900,3,5,3,1,2,20237056
2789,1,1,3,1,24,12175428
3328,6,3,2,0,12,16859640
1129,3,2,1,2,13,6534443
2533,5,2,2,0,21,12527726
3840,2,1,1,1,20,17685158
4199,4,3,1,0,12,20048064
2515,4,5,3,2,21,12809882
3746,6,2,2,0,25,18439435
4419,2,3,2,1,2,21259807
1865,5,5,1,3,26,9895271
4132,2,5,4,2,12,20333431
1786,5,5,1,0,4,10537295
2832,3,1,2,1,10,14237911
2213,3,4,1,3,13,11377427
3394,2,2,3,1,25,15515759
3174,1,1,3,1,19,14367301
2095,2,2,3,0,2,11271921
4485,5,3,4,1,4,22372392
4368,3,1,3,3,0,21897435
4528,5,5,4,3,8,23834848
4528,2,1,3,2,8,21770418
763,2,2,4,3,9,5327620
3615,3,3,3,1,6,17609444
2430,1,2,4,1,0,12261874
2805,5,1,3,0,17,14338107
3468,3,3,3,2,0,17885571
4506,4,4,1,3,12,21789257
3095,1,5,1,2,24,14475132
4969,4,1,2,2,15,23723267
3233,6,1,1,1,16,16238863
2338,6,2,4,3,3,13684196
3229,6,2,2,0,18,15915639
3936,1,5,4,2,9,19053970
632,3,1,2,1,22,2834934
1262,1,1,3,0,23,5348663
2167,4,2,3,3,5,11571766
4841,4,4,2,2,4,24122749
4951,4,1,4,1,17,23912645
4339,1,1,3,0,15,20182472
1349,2,1,4,0,28,6145975
792,2,1,1,3,8,4779469
2562,5,1,3,1,8,12924596
1696,2,2,1,2,2,9060592
1773,5,3,4,3,3,10654619
2887,1,4,3,2,0,14898250
4788,2,5,1,1,0,23845400
632,2,4,3,3,23,3406890
1023,3,3,2,0,0,6141908
1063,4,1,4,1,7,6554644
4061,1,4,2,2,23,18369511
4093,3,2,3,2,1,20151969
2442,5,4,4,3,1,13933302
4108,5,4,4,1,5,21441312
4372,6,4,2,1,18,21561489
3483,5,5,2,1,10,18182486
4618,2,2,1,1,7,21286019
4758,1,3,2,1,0,23157675
839,6,4,4,1,25,5533543
3686,2,2,2,1,23,16985888
2767,6,4,2,3,17,14953680
4070,2,2,2,3,27,18687511
883,4,5,1,2,12,5597738
1492,5,3,2,2,12,8561559
2417,2,4,2,1,22,12020472
3551,6,2,1,1,14,17660039
4974,3,2,2,1,11,23749304
941,2,2,3,1,7,5620865
1474,5,3,3,2,4,8716340
3139,5,3,1,0,11,15527256
3574,6,3,3,2,30,17884747
4856,4,3,4,2,18,23138272
1521,1,1,3,2,20,6851600
2445,6,4,4,3,1,14919258
601,1,2,2,3,28,2457382
615,6,4,2,3,27,4745606
4385,6,1,2,1,27,21249138
4487,1,5,1,2,17,21338498
1784,5,5,2,3,24,9762276
1754,1,4,1,0,11,9063692
3335,1,3,3,1,18,15492201
4150,4,4,2,1,11,20830160
3360,3,3,2,0,14,16650205
3843,1,4,3,0,6,18419385
4122,5,3,2,2,14,20776566
1130,5,5,4,3,18,7712725
1034,5,5,2,1,17,6515265
4871,5,4,2,0,24,23198035
1418,3,2,1,2,29,6681615
1436,2,1,3,3,17,7490109
1134,2,1,4,1,7,6636314
3775,2,1,3,0,10,18056277
2803,2,5,4,1,10,14281699
4230,3,3,3,0,27,19611436
603,4,5,1,1,17,4687356
3680,1,4,1,1,1,17866149
3921,5,1,2,3,9,19032556
4310,2,1,3,2,18,19654137
3595,3,5,2,0,12,17620098
2066,6,2,2,3,1,11595910
2074,2,4,2,3,12,10920509
3793,4,4,2,1,5,18838953
3318,4,2,4,3,4,17409085
2575,5,4,3,1,11,13537368
1550,1,2,3,3,7,8560905
1317,4,4,4,0,5,8262155
992,2,5,4,2,8,6809681
1363,1,4,4,1,23,6343306
894,4,2,4,2,1,6732670
1778,2,3,1,2,16,9159607
2445,3,2,3,1,22,11351768
1243,5,1,4,3,24,7134870
1967,4,3,4,3,17,10526281
540,4,1,1,2,22,2849125
3166,6,3,4,2,18,16446162
3209,4,3,3,3,10,16587937
3192,2,2,2,2,18,15142980
3888,3,4,4,1,12,19056851
2630,3,4,2,2,26,12345725
4373,5,5,3,2,15,22321205
1217,6,5,2,1,30,7160956
4536,2,4,3,3,11,22447136
1451,1,1,2,0,28,6198525
1894,6,1,1,3,15,9774670
4012,1,3,3,2,25,18749526
3371,5,2,2,1,8,17245516
3156,1,2,1,2,20,13873065
2306,1,3,3,3,15,11169034
2267,5,2,3,0,8,12226288
4718,5,4,3,1,29,22336553
3120,2,2,1,0,27,13520428
1713,6,3,4,3,1,11116812
4966,5,2,2,1,16,23911478
1660,4,2,1,0,8,9055786
4066,5,2,4,1,21,19714667
2682,5,4,4,3,22,13877992
687,5,1,2,3,28,3708948
2837,1,4,1,3,5,14051318
672,6,5,1,3,4,6293340
580,5,3,3,0,20,3992777
4508,1,2,2,1,7,20862068
4470,6,2,4,2,27,22216482
1434,5,3,2,1,20,7965450
1176,5,2,2,1,29,6510247
995,3,2,4,0,18,5177522
1958,2,1,2,3,3,9872504
1012,1,1,2,0,16,5040399
4024,5,2,4,2,17,20338018
4504,3,4,3,0,14,21594356
1907,2,5,4,0,30,9418004
4902,3,5,4,0,11,23580314
2603,1,4,4,2,1,13916868
3667,5,4,3,0,14,18132919
801,5,2,3,3,8,6076735
520,2,4,1,3,7,4129609
2692,3,1,2,0,22,11998776
1582,1,3,2,2,19,8065239
3322,5,4,3,0,16,16576050
4869,3,4,4,1,19,22935938
3409,1,5,2,3,30,15735090
1069,1,3,3,2,28,5064760
2898,2,2,2,2,14,14303865
1544,2,2,1,3,17,7133456
707,5,3,3,1,24,4791214
4737,2,4,2,1,15,22613248
2433,2,1,4,2,8,12175160
3424,1,5,4,2,3,16970738
3206,2,2,4,1,12,15964999
4330,1,2,3,0,24,19290992
4264,3,2,3,1,19,20140111
3278,4,4,3,3,28,16398497
1468,2,3,1,3,6,7841808
4520,2,1,3,0,0,21697769
2567,3,4,4,1,26,12720028
1823,2,5,4,0,25,8746208
2460,3,2,3,1,19,12407689
3289,4,2,2,3,25,15310594
1479,6,3,2,1,27,7865483
1976,2,4,2,0,11,10132871
1319,4,4,4,1,22,7044846
4812,6,1,1,1,10,23337013
1479,1,2,4,0,21,6510981
1645,2,5,4,0,22,8450365
4155,2,2,1,0,7,19583669
3207,3,2,2,2,20,15467514
750,6,2,1,0,10,5206449
2231,5,3,4,0,20,11904704
4197,6,1,3,1,7,20907392
868,5,4,2,0,5,6493931
3654,3,1,1,3,29,16249591
3073,3,3,4,0,16,14716880
673,6,3,1,1,15,4753190
3951,5,4,2,1,2,20053321
1551,6,5,2,1,14,9371733
1835,1,1,2,1,19,8706396
975,5,1,2,3,28,5039824
2918,4,5,2,1,0,15293847
3032,2,5,1,0,23,14201505
3195,5,5,4,0,2,17018085
4759,1,3,1,3,3,22798754
932,2,5,2,0,18,5111390
2081,1,3,4,2,15,10419517
935,5,5,2,2,3,7181265
1920,6,1,4,3,23,9958884
4538,1,2,4,1,2,21579779
1900,3,3,4,3,14,10174900
3302,6,5,2,2,0,17687895
2769,4,5,4,2,15,15198981
1172,6,4,1,0,9,8039485
3381,4,4,2,2,9,17578567
3526,4,1,3,3,2,17747076
4261,2,5,3,3,24,20584768
759,5,5,3,1,23,5140097
3176,3,5,2,1,15,15966362
2582,4,2,3,3,19,13136307
3612,4,5,3,3,12,18215589
1221,6,5,3,0,3,9029396
4567,4,1,4,3,4,23129309
4140,2,1,1,0,7,19178304
1564,1,4,2,1,9,8102246
1283,1,3,1,3,10,6376688
1433,1,1,1,2,6,7004659
3618,1,4,2,0,27,16055592
698,5,5,3,1,26,5261939
4346,6,3,3,3,30,21367976
3854,1,5,4,2,11,19324918
4663,6,5,2,2,17,23704370
4724,5,2,4,3,1,23542187
2222,3,5,1,1,8,11896524
1668,4,5,2,2,4,9538842
4709,1,4,1,0,6,21755181
1634,6,3,3,1,6,10155749
2749,4,4,1,1,4,14449203
1495,2,4,2,1,25,7654217
2304,1,2,2,1,29,10093129
1972,5,4,1,0,11,10765440
3621,2,2,3,3,8,17957643
838,3,2,2,3,2,5693010
4047,3,2,2,1,19,19149188
2210,5,4,2,0,15,12253035
1540,4,1,4,0,13,7878041
2593,5,5,2,1,27,12960685
2275,5,5,3,2,1,13452106
976,4,4,4,2,18,5996665
1003,4,3,2,0,16,5822362
3142,6,3,4,1,12,16929630
1153,6,3,3,0,17,7199902
1557,2,3,3,2,0,8685060
1765,4,5,4,0,17,10210634
1331,6,5,2,2,29,8002039
3314,2,2,3,2,10,16095840
4509,3,5,2,1,18,21550332
4341,1,5,1,2,16,20257998
2646,4,3,3,2,30,12433120
3541,2,2,2,2,3,17309319
4574,5,3,3,2,24,22214916
4653,3,4,4,1,20,21859042
1015,1,5,2,2,23,5102834
4281,3,4,1,0,6,21133592
1248,3,4,2,1,6,7518229
3473,1,3,1,3,21,16264051
3805,1,3,2,1,13,17523660
4117,5,3,4,0,17,20352283
2305,4,5,3,2,6,12719081
1118,4,3,1,3,7,7357509
2667,4,1,2,1,24,12379658
2645,4,2,2,1,26,12816908
661,4,1,4,1,15,4623655
1772,5,1,1,1,28,8058770
3690,5,5,4,2,15,18828427
1182,1,5,3,2,23,6551308
1706,2,2,4,0,9,8340073
3991,6,3,4,3,29,19466314
3965,6,1,1,1,5,19836241
3422,1,2,4,0,18,16294309
2273,5,5,3,0,9,12870247
4986,6,3,2,3,6,25338380
1701,3,2,3,3,3,9584218
2997,5,3,3,3,1,16362345
4537,1,5,1,1,6,22160502
2626,5,5,3,2,27,13599321
2365,5,1,1,2,6,11938517
674,3,2,4,2,21,3732629
2705,6,1,3,2,3,15054783
1654,3,5,2,3,9,9667965
1316,5,2,3,1,19,7072433
3799,4,2,2,2,4,19309969
2236,2,2,1,1,30,9686894
2433,6,4,1,3,5,14044874
2853,6,5,1,0,29,14023789
1482,1,5,4,1,15,7663166
3496,5,2,2,0,30,16341186
4038,1,3,3,0,24,18149200
4870,3,3,1,3,28,22617166
4362,4,5,4,2,12,22144079
2953,1,3,2,2,10,13852499
3567,1,5,2,0,9,17506617
4313,2,1,1,3,27,19074949
3712,2,3,2,1,11,18168839
3305,6,5,2,3,9,17473672
674,4,2,2,0,10,4473995
4577,1,3,3,0,11,21202810
4407,1,5,1,3,20,20175240
1913,5,2,2,3,15,10761460
3799,5,1,4,0,20,18302959
1102,4,3,2,1,16,6050966
2905,3,4,3,3,9,14755737
4638,4,2,1,0,27,20813072
1946,3,1,4,3,20,9431247
3008,1,5,1,0,9,14997608
1885,1,2,4,3,18,9198612
3812,1,4,1,3,30,17053448
4541,5,3,2,2,3,23054369
2248,6,3,4,1,2,13364222
4023,1,5,4,1,23,18942497
2206,3,2,3,3,8,12024387
1106,5,4,1,1,24,6317854
3436,6,1,1,0,0,17836893
3829,2,3,2,3,5,18737957
1170,1,5,1,0,8,6222006
1108,4,2,2,3,24,5892492
3314,6,1,2,2,18,16951627
1085,5,2,1,2,18,6293052
2610,5,5,1,0,9,13737921
1688,1,2,2,0,2,8334657
4899,1,3,1,3,27,21646445
2365,6,5,1,3,22,13007159
1876,4,4,2,0,16,10068991
3782,5,4,1,2,5,18990726
2450,5,3,2,0,29,11477272
4022,5,2,2,1,23,19572980
3495,4,3,3,1,18,17419989
3543,1,4,3,3,27,16346225
2867,1,4,1,2,9,13974874
3559,4,2,2,2,26,17175971
2367,1,5,1,1,15,11504121
2358,2,1,2,0,15,10641120
908,6,1,1,0,4,6402440
2187,1,2,2,1,1,10931616
2934,3,4,3,0,24,14500473
729,2,4,3,0,30,3541128
4768,5,2,1,1,27,22449288
2980,1,3,1,0,15,13240234
4573,1,5,3,0,12,21552981
4406,3,4,4,1,22,21586563
4377,3,5,3,3,25,21574085
2424,4,1,3,3,8,12669613
2541,5,5,1,2,1,14301336
4012,3,1,2,0,13,18431030
3318,2,5,1,1,4,16591012
1239,2,4,4,1,2,7518405
4051,5,1,3,0,30,19220336
2067,6,3,4,0,26,10806412
3533,1,5,4,2,12,17484623
712,2,2,2,3,17,3745362
2901,5,3,2,1,26,13921456
2944,1,3,2,1,10,13905827
4849,5,4,4,2,2,25103940
830,6,2,2,2,18,5584561
1936,4,1,3,3,5,10347308
4875,5,4,1,0,3,24579663
1511,4,3,1,0,24,7805228
4835,1,2,1,2,10,22141785
4125,1,4,1,3,29,18310867
3465,1,5,4,2,7,16987343
1096,1,5,4,1,8,6877060
4430,1,2,1,3,29,20049666
2872,2,3,2,3,21,13656924
3880,2,5,1,2,6,19153635
1616,3,1,3,1,22,8251047
1450,5,4,4,3,13,8652242
3902,3,2,2,1,26,18073620
3220,4,3,1,3,11,15787638
1300,2,1,4,3,5,7787224
599,4,5,4,2,6,5490400
4406,3,2,1,2,16,20535575
4424,4,1,3,3,13,21543058
1215,4,3,1,3,23,6686945
526,5,4,2,1,23,4299018
3359,1,4,4,2,28,15302715
3047,3,5,1,3,19,15073441
3074,1,2,2,3,10,14497351
4669,6,4,1,0,18,22788310
3089,6,3,2,3,19,16220730
4773,3,1,2,2,20,22342295
708,3,4,4,3,29,4603288
1156,1,4,3,0,7,6787099
4974,5,5,4,3,2,26071894
813,2,1,2,0,10,3770286
762,6,3,4,0,3,5961282
4201,2,4,1,1,5,20753388
3209,1,5,4,2,30,14629303
4947,3,5,2,3,23,23183067
4751,5,4,1,1,22,22366470
1950,3,5,4,0,18,10672918
785,4,4,3,3,22,5234169
4837,3,2,2,0,14,22911087
2814,2,3,3,3,19,13217356
1462,6,2,2,0,23,7492142
515,4,4,2,2,24,3457495
4367,6,1,4,1,1,22787720
4747,1,2,1,2,21,21482467
4865,2,2,1,1,4,22738553
1055,1,3,1,2,2,6087675
4499,6,4,2,0,29,21636499
4554,3,2,3,3,22,21345073
1336,4,3,3,1,5,7998961
1567,5,2,1,0,24,7731648
984,4,4,4,2,30,5769453
2976,1,3,3,2,9,14203724
1115,3,2,1,1,12,6276950
1903,5,4,1,0,21,9538676
4307,5,3,3,2,0,21654399
1207,3,4,4,2,26,6731840
4357,4,2,3,0,5,21646393
3665,1,4,1,0,22,16974375
2876,1,2,1,2,19,13494588
3750,2,2,1,1,19,16834374
2411,1,5,4,2,5,12312596
1351,5,4,2,0,28,6830630
3470,6,1,1,2,4,17980545
2698,1,5,3,0,29,12284683
3745,4,5,3,2,28,17896852
4973,6,5,2,1,22,24087256
3233,5,1,3,1,27,15258556
760,1,3,3,0,13,4418555
2243,5,4,4,1,16,12457040
3703,3,5,4,2,13,18216282
3768,1,1,4,3,11,18121658
1569,1,2,4,3,25,7201265
4538,1,3,2,2,3,21670563
928,3,2,2,0,8,5364877
3344,2,3,1,1,18,15820486
4670,5,4,4,1,12,23427450
2800,4,3,4,0,9,14390329
2305,1,4,3,0,3,11999726
4347,2,1,4,3,0,21262080
974,4,4,2,2,13,5859079
3472,5,2,2,0,3,17489628
3142,6,3,2,2,11,16065322
2021,6,4,4,0,22,11372054
2787,1,3,3,1,5,14238417
1581,5,1,3,2,24,8139642
2368,1,2,1,3,28,10674963
2009,6,1,3,1,20,10371959
3808,5,1,2,0,10,18189781
3650,6,3,1,0,18,18478361
1001,1,1,3,3,20,5012445
1244,2,1,2,3,27,5459519
4636,6,3,4,1,17,22822358
839,1,4,1,3,12,4509779
2603,2,5,1,0,10,12791862
2784,2,5,3,0,5,14485998
590,2,3,2,1,7,3616175
1642,3,1,1,3,10,8534030
4873,1,2,2,2,2,22997359
968,5,2,2,3,8,6564652
2318,4,4,3,3,25,12394369
4641,4,3,3,3,27,21962260
3174,3,5,2,3,24,15263042
4655,3,4,1,1,14,21857038
4132,4,2,4,2,26,19315359
3572,3,5,3,2,25,17537879
533,5,1,2,1,10,4280060
1549,6,3,2,2,4,9927138
1444,4,1,4,2,26,7047024
885,2,2,4,2,2,5924824
2220,3,2,2,3,27,10210374
2989,4,3,2,1,23,14064607
2512,6,2,1,0,26,12071785
3512,2,2,3,0,9,16935572
1047,5,5,3,1,19,6513818
3830,2,3,3,1,10,18596122
2530,5,1,4,1,23,13085997
683,6,4,1,3,10,5546670
3218,3,5,4,3,20,16604344
4676,2,2,2,0,12,21635172
1897,4,5,3,1,22,10500095
4931,5,2,2,0,8,24006453
4848,2,3,3,0,24,22123960
2501,1,5,3,3,12,12470038
3332,4,5,1,0,27,16110855
2270,3,5,3,2,7,12883050
4596,3,3,3,2,13,22155432
2400,1,1,3,2,7,11424841
3948,1,2,1,3,15,18444279
3107,2,4,2,2,28,14858149
2167,6,2,1,2,10,11481208
3190,2,5,3,3,14,16353529
4293,3,3,3,2,24,20050940
1149,2,1,1,0,17,4827292
2355,5,1,1,1,10,11703564
2294,5,3,4,0,26,11826012
4460,1,2,3,0,23,19935616
1447,2,2,1,3,23,6603762
1409,1,3,1,1,14,6377008
1003,4,3,1,2,4,6368655
3130,1,5,2,1,6,15304624
2352,3,5,4,2,2,13354647
3464,2,1,4,3,9,17288977
981,6,4,3,3,16,7036422
913,4,5,1,1,7,6140146
3209,3,2,4,0,13,15442703
672,3,5,1,2,4,4598576
1379,5,2,4,0,27,7294490
4523,5,5,1,3,15,22217743
857,2,2,3,2,24,3827103
4907,1,5,2,2,28,22619229
4797,3,1,2,0,21,21994912
4686,6,2,3,2,12,23087852
1792,6,4,2,1,7,11191579
1010,2,1,3,3,29,4800498
3400,2,5,2,0,21,15866991
3451,1,4,3,2,9,16417590
695,2,5,1,3,20,4414447
2835,6,5,2,2,27,14546564
3641,6,1,2,3,5,19163286
1210,1,1,3,2,20,6014711
3765,4,5,1,1,12,18471305
1351,1,3,3,0,29,6163938
3997,5,4,3,0,28,19458280
4729,3,1,3,1,1,22447853
3032,1,1,4,2,29,13115221
4825,5,4,1,0,26,22943115
3001,3,3,4,3,23,14933880
2640,2,5,3,0,4,13638978
3263,4,4,3,3,3,17717303
1628,3,4,4,2,25,8928826
574,5,3,4,2,6,5531525
2229,3,5,1,0,5,12154678
2378,4,1,1,3,21,11181182
545,4,1,3,3,29,3016863
4811,5,2,2,2,4,24109097
2307,4,4,1,1,3,12260811
3032,6,1,2,3,20,15036839
3484,6,3,2,0,3,18069428
1432,3,4,4,1,23,8157100
3452,5,1,2,3,6,17610544
1912,5,1,1,2,14,9671651
2679,6,4,4,0,7,15375451
605,6,1,1,0,27,3772951
707,4,2,1,1,28,3510491
3019,3,1,1,2,8,14849146
1895,5,5,4,2,5,11082836
2089,6,2,1,1,23,11171890
2569,6,4,2,3,17,13950435
3704,5,1,3,1,3,18748617
4278,3,1,4,1,11,20842607
1911,2,4,2,0,30,8943578
2614,1,4,3,2,22,11998591
1819,1,2,1,0,4,8394296
1306,5,4,3,2,11,8575012
1442,4,4,1,0,27,7137761
4557,3,4,1,1,6,21708340
3768,2,4,4,0,21,17503359
1371,4,1,1,0,10,7623744
4803,4,2,3,3,9,23997955
2897,3,4,2,0,12,14072487
3839,6,5,3,1,23,18980512
3018,4,1,3,0,9,15445802
2813,4,5,2,0,15,14327140
2233,3,3,1,2,1,12075367
519,6,1,1,3,23,4081411
1215,6,5,4,0,27,7514086
1827,1,3,3,2,26,8736026
1999,1,1,3,3,23,9483359
3271,6,4,3,3,3,17612110
3730,3,2,1,0,6,18132288
1942,5,3,3,0,8,10717668
2161,5,4,3,0,13,12202225
2027,2,2,3,0,5,10369379
715,6,1,2,0,12,5158322
1677,5,4,3,1,6,10143513
3602,1,1,4,1,2,17612466
2111,1,1,1,2,28,8606251
3328,2,4,4,1,4,16570395
4758,2,2,4,0,3,22743737
4782,3,5,4,2,2,23714424
719,2,2,2,0,30,2802398
1386,4,5,4,1,5,8989980
2218,1,5,3,2,29,10353563
4662,1,2,3,3,21,21584873
1613,3,1,2,0,15,8124984
2561,5,5,4,3,29,13279913
4441,2,5,3,0,7,21894721
2735,3,1,3,0,2,13683301
1024,6,1,1,1,29,5462722
3239,5,4,4,0,25,15775745
3446,1,5,2,2,0,17129342
1797,4,5,2,1,16,10009012
4033,4,5,4,0,18,19941043
1053,3,1,3,3,11,5986133
594,1,1,1,1,4,3361148
1132,4,3,3,0,0,7627048
4853,2,5,2,0,30,22176631
821,5,1,4,2,17,5144803
1525,3,4,1,3,2,9240174
4057,6,4,1,0,25,19407796
2273,1,5,3,0,19,11138467
690,2,1,3,1,8,3980200
1039,2,5,4,1,17,6333461
2992,6,5,1,3,13,15642276
2699,5,4,3,1,1,14788204
4743,1,4,4,0,23,21646953
949,2,2,1,1,6,5556560
4433,2,3,2,1,1,21716520
741,6,1,3,3,20,5561108
3137,1,5,3,1,11,15138221
4529,3,2,2,0,25,21181072
1094,5,1,1,0,10,6417253
3934,3,2,4,3,1,19415719
2018,6,2,3,0,12,10831145
4172,4,1,1,0,10,19806713
2617,6,3,4,2,6,14764663
4657,1,1,3,1,22,20473898
4376,1,4,2,0,9,21129828
4339,6,3,1,1,17,21555132
1740,5,5,3,2,2,10402506
4003,6,3,1,3,10,20472525
3927,4,3,3,3,18,19583370
2213,4,1,2,0,26,9909855
1621,2,3,4,3,15,8648076
3487,1,4,4,3,3,17359423
1265,4,3,2,1,3,8049430
4115,1,3,3,3,1,19913336
4853,4,4,1,3,5,23726423
2484,6,5,1,3,1,14578430
2231,2,1,4,1,4,11761006
2473,5,2,4,3,23,13115398
2099,2,2,1,0,27,9599545
2462,2,3,3,0,17,12241685
2556,4,2,2,3,12,13299000
4202,2,5,4,3,29,20164841
2192,3,3,1,2,20,10646786
3343,6,3,1,1,3,17984005
4609,6,4,3,1,19,22458550
1812,3,1,3,1,30,8163959
1095,4,2,1,1,27,5379677
4619,5,3,4,1,7,22906016
883,2,4,4,3,6,5578695
3545,4,1,4,3,24,16592645
4736,3,4,3,3,28,22737156
810,3,5,1,3,18,4755326
1917,5,2,2,1,20,10285955
4586,4,4,4,2,29,21876201
3034,6,5,4,1,2,17091122
704,3,5,4,0,2,5372869
3742,6,3,4,1,18,19110818
1198,2,4,4,2,0,7565246
3465,6,3,3,0,5,18134471
1262,4,3,1,2,13,7424652
4319,5,5,1,0,24,20808783
2876,6,4,4,3,17,15128319
1490,5,4,3,3,20,9199449
2198,4,5,1,1,23,10749914
3823,5,5,1,2,10,19408139
2438,4,4,2,3,9,13383228
994,4,1,4,1,13,5840047
2278,1,5,1,2,21,10653500
3643,4,4,4,0,18,18551934
2709,4,1,1,0,21,12914044
1722,2,4,3,2,2,9445111
2814,3,2,1,1,24,13240214
1097,5,5,1,0,23,6934709
1631,1,5,2,0,6,8527141
779,4,3,2,0,26,4011605
2115,1,4,1,0,2,10559769
2602,3,1,1,1,20,12385093
4167,1,4,3,1,27,19094175
3837,4,3,3,3,28,18524643
3879,1,2,3,3,21,18119657
4399,1,3,2,0,24,19571281
2106,1,1,4,2,1,11100903
4538,4,3,1,3,25,21249368
1137,3,1,3,0,0,7110486
3128,6,1,4,0,4,16079901
2645,3,5,2,3,4,13896071
2027,5,4,3,0,5,12120305
4546,5,3,4,3,19,22244637
4923,5,2,2,3,7,24246928
2409,5,5,1,3,8,13069505
547,3,3,4,1,23,3141696
863,3,5,4,1,5,6300589
2189,3,1,2,0,27,10188345
934,1,1,1,1,0,5217205
4688,5,5,2,0,22,22479542
533,1,1,3,1,7,2909208
1930,6,2,3,2,19,10880398
1897,2,2,3,3,17,9594323
1937,1,4,4,2,10,10276441
4700,4,2,3,1,4,23204875
2625,6,4,1,3,24,14051418
4534,1,4,3,3,4,22450252
1790,1,1,3,2,18,8619245
3523,4,2,1,0,17,17191619
1389,3,2,1,2,13,6955231
1226,4,5,2,3,13,7641712
2648,4,4,3,3,30,13534388
2399,4,2,1,2,14,12035741
2008,1,4,1,3,21,9278314
1509,6,5,4,2,16,9642272
2469,1,4,4,2,26,11332932
3904,4,3,1,3,18,19024676
4576,2,2,3,1,20,21464688
2228,1,3,2,1,1,10857828
2757,4,2,4,2,17,13979218
3249,3,3,2,0,17,15939713
2278,1,2,3,0,29,9724577
1774,6,4,1,3,17,10026470
4946,3,2,1,3,5,23571617
1855,5,1,4,1,15,10466310
3475,4,4,2,0,15,16807713
1676,4,3,4,2,3,9812944
4672,1,5,4,1,16,22638297
2191,4,3,3,1,0,12010853
2073,6,4,1,3,24,10728406
1184,6,4,3,2,24,7510760
4067,1,2,3,1,4,18853031
2353,3,1,2,0,6,11519792
2126,2,4,3,3,27,9933887
3412,1,1,3,3,2,16826357
1661,5,5,3,1,23,9770967
956,1,3,1,1,16,4610521
1399,2,1,1,1,10,6955503
4197,1,3,3,2,26,19374242
3860,4,4,3,0,24,18949045
4493,2,4,4,0,23,21125728
638,6,5,2,2,15,5832553
2439,2,3,4,1,11,11973215
2457,4,4,3,1,12,12561017
1206,2,2,2,2,10,6534895
511,1,4,2,0,22,2675646
1566,5,3,3,0,12,9074785
3785,3,5,4,1,28,18159679
779,6,5,1,0,3,6339118
1349,5,4,2,3,2,8550610
4223,2,2,4,3,11,20379990
965,2,1,2,1,30,4438290
930,1,4,1,2,18,4377024
1602,4,2,3,1,25,7748320
2638,6,2,2,1,14,13959628
4723,4,2,2,1,17,22575863
2588,6,1,1,1,22,12726088
2767,6,3,2,1,1,15316205
3571,3,4,2,2,22,17418211
3076,1,1,4,0,26,13338584
655,4,2,4,3,7,4745963
2824,1,3,1,3,11,13297495
1975,3,4,1,0,15,10246630
4598,3,3,2,1,22,21137212
1936,4,5,4,3,10,11710253
1972,4,5,1,2,26,10532014
3420,2,3,3,0,26,15310564
2499,1,2,1,1,29,10697945
520,6,2,4,1,0,5273129
4421,4,2,2,3,2,21540075
529,4,3,1,3,6,4784353
4737,4,5,3,3,2,23939309
1960,4,4,4,2,15,10586037
4551,4,3,3,2,9,22118461
1546,1,2,4,0,2,8264909
688,6,2,3,1,12,5316443
2932,2,1,2,2,5,14200053
3331,5,1,4,3,6,17645660
3122,6,2,3,0,12,16471886
3054,1,2,2,0,23,13841968
3422,2,3,3,1,19,15761600
4543,4,2,2,1,13,21351479
2471,2,1,1,2,28,10749851
1082,3,4,2,3,16,5961709
3232,5,4,2,3,2,17213215
4830,1,4,3,3,16,22523428
